ID,Class
11873,A
11874,C
11875,o
11876,2
11877,u
11878,S
11879,o
11880,N
11881,H
11882,I
11883,N
11884,T
11885,I
11886,S
11887,R
11888,T
11889,M
11890,l
11891,g
11892,T
11893,E
11894,e
11895,N
11896,S
11897,E
11898,O
11899,N
11900,C
11901,s
11902,H
11903,T
11904,I
11905,U
11906,H
11907,A
11908,S
11909,F
11910,L
11911,A
11912,R
11913,I
11914,A
11915,e
11916,s
11917,S
11918,O
11919,M
11920,A
11921,P
11922,M
11923,N
11924,e
11925,E
11926,R
11927,0
11928,L
11929,n
11930,A
11931,O
11932,O
11933,n
11934,I
11935,2
11936,O
11937,A
11938,A
11939,e
11940,O
11941,g
11942,N
11943,a
11944,C
11945,S
11946,A
11947,T
11948,H
11949,O
11950,D
11951,O
11952,A
11953,T
11954,E
11955,D
11956,L
11957,G
11958,I
11959,A
11960,e
11961,B
11962,E
11963,E
11964,R
11965,E
11966,E
11967,t
11968,A
11969,l
11970,T
11971,E
11972,R
11973,a
11974,T
11975,O
11976,I
11977,E
11978,9
11979,A
11980,E
11981,P
11982,S
11983,R
11984,N
11985,n
11986,R
11987,H
11988,D
11989,E
11990,O
11991,R
11992,p
11993,s
11994,A
11995,c
11996,2
11997,f
11998,A
11999,R
12000,T
12001,I
12002,A
12003,w
12004,R
12005,R
12006,A
12007,M
12008,A
12009,E
12010,B
12011,U
12012,S
12013,E
12014,7
12015,P
12016,A
12017,R
12018,S
12019,D
12020,T
12021,E
12022,O
12023,E
12024,s
12025,N
12026,S
12027,J
12028,C
12029,I
12030,e
12031,Y
12032,D
12033,i
12034,o
12035,Q
12036,S
12037,r
12038,A
12039,E
12040,D
12041,D
12042,E
12043,O
12044,L
12045,M
12046,S
12047,I
12048,R
12049,o
12050,D
12051,G
12052,E
12053,E
12054,B
12055,p
12056,A
12057,H
12058,O
12059,t
12060,e
12061,O
12062,I
12063,M
12064,M
12065,a
12066,e
12067,T
12068,H
12069,I
12070,t
12071,H
12072,C
12073,M
12074,A
12075,O
12076,t
12077,R
12078,G
12079,T
12080,i
12081,E
12082,a
12083,I
12084,I
12085,G
12086,a
12087,S
12088,R
12089,S
12090,a
12091,c
12092,M
12093,I
12094,F
12095,r
12096,L
12097,A
12098,f
12099,R
12100,I
12101,r
12102,e
12103,O
12104,L
12105,I
12106,R
12107,T
12108,E
12109,O
12110,o
12111,A
12112,I
12113,d
12114,N
12115,0
12116,K
12117,E
12118,s
12119,N
12120,P
12121,V
12122,L
12123,e
12124,L
12125,T
12126,I
12127,D
12128,S
12129,E
12130,a
12131,O
12132,R
12133,A
12134,E
12135,O
12136,1
12137,O
12138,O
12139,H
12140,G
12141,C
12142,L
12143,S
12144,A
12145,A
12146,k
12147,I
12148,p
12149,S
12150,x
12151,O
12152,E
12153,I
12154,E
12155,r
12156,s
12157,A
12158,E
12159,O
12160,T
12161,A
12162,N
12163,i
12164,a
12165,o
12166,9
12167,O
12168,P
12169,D
12170,0
12171,c
12172,A
12173,E
12174,T
12175,I
12176,s
12177,A
12178,E
12179,O
12180,A
12181,C
12182,E
12183,e
12184,C
12185,6
12186,A
12187,D
12188,V
12189,E
12190,N
12191,Z
12192,E
12193,E
12194,E
12195,G
12196,I
12197,O
12198,3
12199,C
12200,A
12201,E
12202,A
12203,S
12204,T
12205,S
12206,A
12207,E
12208,Y
12209,N
12210,S
12211,A
12212,G
12213,N
12214,G
12215,E
12216,R
12217,R
12218,I
12219,H
12220,M
12221,t
12222,A
12223,H
12224,A
12225,D
12226,F
12227,O
12228,I
12229,S
12230,O
12231,2
12232,E
12233,C
12234,c
12235,E
12236,I
12237,I
12238,A
12239,W
12240,p
12241,H
12242,a
12243,m
12244,P
12245,H
12246,R
12247,M
12248,P
12249,R
12250,S
12251,H
12252,C
12253,n
12254,r
12255,3
12256,o
12257,9
12258,I
12259,e
12260,R
12261,O
12262,I
12263,D
12264,S
12265,i
12266,O
12267,R
12268,O
12269,o
12270,O
12271,O
12272,2
12273,T
12274,O
12275,O
12276,I
12277,I
12278,C
12279,e
12280,R
12281,E
12282,D
12283,D
12284,L
12285,E
12286,R
12287,K
12288,T
12289,E
12290,N
12291,a
12292,R
12293,A
12294,N
12295,O
12296,m
12297,R
12298,C
12299,O
12300,I
12301,N
12302,H
12303,O
12304,R
12305,W
12306,A
12307,O
12308,5
12309,r
12310,e
12311,A
12312,M
12313,O
12314,N
12315,O
12316,A
12317,D
12318,O
12319,o
12320,R
12321,o
12322,i
12323,e
12324,H
12325,A
12326,N
12327,E
12328,A
12329,I
12330,E
12331,O
12332,F
12333,F
12334,r
12335,O
12336,N
12337,S
12338,O
12339,T
12340,R
12341,R
12342,S
12343,I
12344,E
12345,T
12346,E
12347,O
12348,m
12349,A
12350,a
12351,S
12352,S
12353,E
12354,R
12355,O
12356,E
12357,I
12358,t
12359,R
12360,A
12361,I
12362,t
12363,W
12364,2
12365,P
12366,R
12367,H
12368,E
12369,i
12370,e
12371,O
12372,E
12373,E
12374,N
12375,v
12376,O
12377,N
12378,C
12379,r
12380,i
12381,G
12382,H
12383,O
12384,O
12385,A
12386,C
12387,t
12388,a
12389,U
12390,S
12391,I
12392,L
12393,r
12394,O
12395,A
12396,C
12397,T
12398,E
12399,U
12400,A
12401,2
12402,L
12403,m
12404,D
12405,A
12406,T
12407,E
12408,T
12409,L
12410,N
12411,O
12412,N
12413,W
12414,t
12415,G
12416,G
12417,T
12418,o
12419,7
12420,N
12421,D
12422,I
12423,R
12424,R
12425,H
12426,A
12427,R
12428,R
12429,O
12430,E
12431,R
12432,r
12433,e
12434,i
12435,A
12436,N
12437,K
12438,e
12439,M
12440,R
12441,O
12442,A
12443,G
12444,n
12445,i
12446,G
12447,S
12448,o
12449,L
12450,A
12451,A
12452,A
12453,E
12454,A
12455,o
12456,I
12457,T
12458,K
12459,l
12460,A
12461,S
12462,I
12463,A
12464,y
12465,E
12466,R
12467,H
12468,e
12469,N
12470,E
12471,6
12472,E
12473,O
12474,E
12475,I
12476,1
12477,I
12478,n
12479,V
12480,O
12481,i
12482,A
12483,L
12484,o
12485,O
12486,O
12487,H
12488,n
12489,D
12490,n
12491,S
12492,R
12493,A
12494,P
12495,C
12496,E
12497,T
12498,H
12499,0
12500,M
12501,A
12502,N
12503,H
